destination,origin,valueCars,valueCoal,valueCoffee,valueIron_Steel,valueNaturalGas,valueOil,destination_fullname,origin_fullname,period,unitcode,unit,year,contig,comlang_off,comlang_ethno,comcol,col45,distw,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,area_o,area_d,tdiff,heg_o,heg_d,conflict,indepdate,comcur,comrelig,comleg_pretrans,comleg_posttrans,transition_legalchange,legold_o,legold_d,legnew_o,legnew_d,gatt_o,gatt_d,fta_wto,fta_hmr,eu_o,eu_d
MDG,ARE,185620,,,84952,,,Madagascar,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,4987.645868190384,9.156963348388672,24.23538970947266,370296258560,9738652672,40438.762,401.83603,83657,587041,1,0,0,,,0,.017833,0,0,0,uk,fr,uk,fr,1,0,0,,0,0
MDV,ARE,,5638,4680,2922706,1309109,,Maldives,United Arab Emirates,Annual,USD,US$,2016,0,0,0,1,0,3068.588007513809,9.156963348388672,.4091629981994629,370296258560,3435244544,40438.762,8395.7852,83657,298,1,0,0,,,0,.94805503,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
MEX,ARE,,,,14638926,,,Mexico,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,14184.51560817184,9.156963348388672,127.0172271728516,370296258560,1143793123328,40438.762,9005.0234,83657,1967210,11,0,0,,,0,.003824,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MLI,ARE,141974,2529,361,118677,4283,,Mali,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,6640.846815129852,9.156963348388672,17.59969329833984,370296258560,12746688512,40438.762,724.25629,83657,1240142,4,0,0,,,0,.75923401,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MOZ,ARE,145957,,2990,201195,777,,Mozambique,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,5564.039901731872,9.156963348388672,27.97786331176758,370296258560,14807075840,40438.762,529.24255,83657,801590,2,0,0,,,0,.12483,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MUS,ARE,616542,,515,1504020,33280861,,Mauritius,United Arab Emirates,Annual,USD,US$,2016,0,0,0,1,0,5043.983738259887,9.156963348388672,1.262604951858521,370296258560,11681761280,40438.762,9252.1113,83657,2045,0,0,0,,,0,.156911,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MYS,ARE,10080,,1331,37389253,,370253330,Malaysia,United Arab Emirates,Annual,USD,US$,2016,0,0,0,1,0,5734.661528890991,9.156963348388672,30.33100700378418,370296258560,296283176960,40438.762,9768.3262,83657,329758,4,0,0,,,0,.46896002,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
NOR,ARE,274292,,20080,231403,,,Norway,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,5253.572852385711,9.156963348388672,5.195920944213867,370296258560,386578448384,40438.762,74400.375,83657,323752,3,0,0,,,0,.0038950003,0,0,0,uk,sc,uk,sc,1,1,0,,0,0
NPL,ARE,,,,76981,,,Nepal,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,2954.694137825775,9.156963348388672,28.51370048522949,370296258560,21194887168,40438.762,743.32294,83657,147181,1.75,0,0,,,0,.02847,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
NZL,ARE,84447,,11464,99351,,686027847,New Zealand,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,14195.32487571487,9.156963348388672,4.595699787139893,370296258560,173754073088,40438.762,37807.969,83657,268676,8.375,0,0,,,0,.0018850002,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
PAN,ARE,,,,,61545,,Panama,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,13900.69232568054,9.156963348388672,3.929141044616699,370296258560,52132290560,40438.762,13268.114,83657,75648,9,0,0,,,0,.046261001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
PER,ARE,,,,638904,,,Peru,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,14733.89124285278,9.156963348388672,31.37667083740234,370296258560,189111140352,40438.762,6027.126,83657,1285216,9,0,0,,,0,.003885,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
PHL,ARE,10310540,32308,,35666,57342286,404654988,Philippines,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,7046.730601249695,9.156963348388672,100.6993942260742,370296258560,292451385344,40438.762,2904.2021,83657,300000,4,0,0,,,0,.044285003,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
PRY,ARE,,,,208894,,,Paraguay,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,13288.57302187576,9.156963348388672,6.63912296295166,370296258560,27093938176,40438.762,4080.9514,83657,406752,8,0,0,,,0,.0038970001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
QAT,ARE,75854,17180,361114,215254196,14851,28662,Qatar,United Arab Emirates,Annual,USD,US$,2016,1,1,1,1,0,388.6831281211138,9.156963348388672,2.235354900360107,370296258560,164641488896,40438.762,73653.398,83657,11437,1,0,0,,,1,.87695104,0,0,0,uk,fr,uk,fr,1,1,1,,0,0
SAU,ARE,,,885177,316116477,52050,,"Saudi Arabia, Kingdom of",United Arab Emirates,Annual,USD,US$,2016,1,1,1,0,0,1239.455947885513,9.156963348388672,31.54037284851074,370296258560,646001852416,40438.762,20481.744,83657,2153168,1,0,0,,,0,.93761903,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
SEN,ARE,2587454,,7981,1172117,,,Senegal,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,7566.035880016327,9.156963348388672,15.12927341461182,370296258560,13609989120,40438.762,899.57983,83657,196722,4,0,0,,,0,.86381704,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
SGP,ARE,,,131,8976505,30557317,4015721206,Singapore,United Arab Emirates,Annual,USD,US$,2016,0,0,0,1,0,5843.977189813232,9.156963348388672,5.5350022315979,370296258560,292739317760,40438.762,52888.746,83657,646,4,0,0,,,0,.165392,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
SLV,ARE,63300,,,72423,,,El Salvador,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,14243.97851385956,9.156963348388672,6.126583099365234,370296258560,25850200064,40438.762,4219.3501,83657,21041,10,0,0,,,0,.00392,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
SYC,ARE,566826,1072,67902,1230108,14216,,Seychelles,United Arab Emirates,Annual,USD,US$,2016,0,0,0,1,0,3303.89424136982,9.156963348388672,.0929000005125999,370296258560,1437722240,40438.762,15476.02,83657,455,0,0,0,,,0,.0064520002,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
TCD,ARE,363240,403171,15718,325346,1686,797154,Chad,United Arab Emirates,Annual,USD,US$,2016,0,1,1,0,0,4387.542193029403,9.156963348388672,14.03747177124023,370296258560,10888798208,40438.762,775.69513,83657,1284005,3,0,0,,,0,.41874802,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
TGO,ARE,636248,,,357224,,,Togo,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,6067.824168828965,9.156963348388672,7.304577827453613,370296258560,4087904000,40438.762,559.63593,83657,56785,4,0,0,,,0,.16268501,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
THA,ARE,,,226,61177761,124140745,4523317721,Thailand,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,4903.946840902709,9.156963348388672,67.95935821533203,370296258560,395168022528,40438.762,5814.77,83657,513115,3,0,0,,,0,.037033003,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
TUN,ARE,239497,,,748243,,,Tunisia,United Arab Emirates,Annual,USD,US$,2016,0,1,1,0,0,4443.100134820938,9.156963348388672,11.1077995300293,370296258560,43015090176,40438.762,3872.5122,83657,164150,3,0,0,,,0,.94331002,0,0,0,uk,fr,uk,fr,1,1,1,,0,0
URY,ARE,,,,46452,,,Uruguay,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,13446.88913717422,9.156963348388672,3.431555032730103,370296258560,53442699264,40438.762,15573.901,83657,176215,7,0,0,,,0,.0024369999,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
USA,ARE,536405,,,58980248,39178268,98900955,United States of America,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,12196.14982578659,9.156963348388672,321.4188232421875,370296258560,18036648050688,40438.762,56115.719,83657,9529106,11.5,0,0,,,0,.010100001,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ZAF,ARE,61181,,3579,1159469,695674,213606665,South Africa,United Arab Emirates,Annual,USD,US$,2016,0,0,0,0,0,6756.299209212494,9.156963348388672,54.9569206237793,370296258560,314571948032,40438.762,5723.9731,83657,1219912,2,0,0,,,0,.013923,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ZWE,ARE,58338,,27,17054,2049,,Zimbabwe,United Arab Emirates,Annual,USD,US$,2016,0,0,0,1,0,5556.154654642868,9.156963348388672,15.60275077819824,370296258560,14419185664,40438.762,924.1438,83657,390759,2,0,0,,,0,.0097589996,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ARM,ARG,51000,,,,,,Armenia,Argentina,Annual,USD,US$,2016,0,0,0,0,0,13505.40070777969,43.41675567626953,3.017712116241455,583168557056,10529182720,13431.878,3489.1277,2766889,29800,7,0,0,,,0,0,0,1,1,fr,so,fr,fr,1,1,0,,0,0
AUS,ARG,175338,,,105465,,,Australia,Argentina,Annual,USD,US$,2016,0,0,0,0,0,12044.57413373528,43.41675567626953,23.78116989135742,583168557056,1339140472832,13431.878,56310.957,2766889,7686848,11.65,0,0,,,0,.27748501,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
BFA,ARG,,,,,292841,,Burkina Faso,Argentina,Annual,USD,US$,2016,0,0,0,0,0,7990.588817521477,43.41675567626953,18.10556983947754,583168557056,10678202368,13431.878,589.77441,2766889,274200,3,0,0,,,0,.083732001,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
BOL,ARG,,,19078,15319963,,,"Bolivia, Plurinational State of",Argentina,Annual,USD,US$,2016,1,1,1,0,0,1865.839412884188,43.41675567626953,10.72470474243164,583168557056,32997685248,13431.878,3076.792,2766889,1098581,1,0,0,,,0,.84792101,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
BRA,ARG,1432484896,210787,,20237038,118196274,18571766,Brazil,Argentina,Annual,USD,US$,2016,1,0,0,0,0,2391.846413923073,43.41675567626953,207.8475341796875,583168557056,1774724841472,13431.878,8538.5898,2766889,8511920,.5,0,0,,,0,.80533004,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
CAN,ARG,710508,48408,3091,443643,,,Canada,Argentina,Annual,USD,US$,2016,0,0,0,0,0,9391.461050335312,43.41675567626953,35.85177230834961,583168557056,1550536540160,13431.878,43248.531,2766889,9976139,2.4166665,0,0,,,0,.43485999,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
CHE,ARG,23139,,392,63739,,,Switzerland,Argentina,Annual,USD,US$,2016,0,0,0,0,0,11232.93300632019,43.41675567626953,8.286975860595703,583168557056,670789926912,13431.878,80945.078,2766889,41288,4,0,0,,,0,.495318,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
CHL,ARG,,,368773,5525899,95669901,18553895,Chile,Argentina,Annual,USD,US$,2016,1,1,1,0,0,1156.72587880857,43.41675567626953,17.94814109802246,583168557056,240796385280,13431.878,13416.229,2766889,756945,2,0,0,,,0,.75254899,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
CHN,ARG,,,,22245,,488068688,China,Argentina,Annual,USD,US$,2016,0,0,0,0,0,19110.12766505813,43.41675567626953,1371.219970703125,583168557056,11007720161280,13431.878,8027.6836,2766889,9572378,11,0,0,,,0,.000048000002,0,0,0,fr,so,fr,ge,1,1,0,,0,0
COL,ARG,41179533,,,14676,220,,Colombia,Argentina,Annual,USD,US$,2016,0,1,1,0,0,4615.471426969719,43.41675567626953,48.22870254516602,583168557056,292080156672,13431.878,6056.1479,2766889,1141748,2,0,0,,,0,.88510299,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
CPV,ARG,,,,,276396,,Cabo Verde,Argentina,Annual,USD,US$,2016,0,0,0,0,0,6699.00865962143,43.41675567626953,.520501971244812,583168557056,1603239296,13431.878,3080.1792,2766889,4033,2,0,0,,,0,.87925398,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
CRI,ARG,33597,,,27788,,,Costa Rica,Argentina,Annual,USD,US$,2016,0,1,1,0,0,5423.041951267624,43.41675567626953,4.807849884033203,583168557056,54136836096,13431.878,11260.093,2766889,51076,3,0,0,,,0,.83054596,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
CUB,ARG,,,,4198,,,Cuba,Argentina,Annual,USD,US$,2016,0,1,1,0,0,6477.504709897041,43.41675567626953,11.38956165313721,583168557056,,13431.878,,2766889,110861,2,0,0,,,0,.293336,0,1,1,fr,so,fr,fr,1,1,0,,0,0
DOM,ARG,8500,,,23440,4440585,,Dominican Republic,Argentina,Annual,USD,US$,2016,0,1,1,0,0,5874.742095969963,43.41675567626953,10.52839088439941,583168557056,68102619136,13431.878,6468.4736,2766889,48734,1,0,0,,,0,.885234,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
EEC,ARG,1366413,,17580,11409482,,53,European Union,Argentina,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,ARG,12020,,,,,,Georgia,Argentina,Annual,USD,US$,2016,0,0,0,0,0,13501.65583038597,43.41675567626953,3.678999900817871,583168557056,13965385728,13431.878,3795.9734,2766889,69700,7,0,0,,,0,.0093799997,0,0,0,fr,so,fr,ge,1,1,0,,0,0
HKG,ARG,,,,37617,,,"Hong Kong, China",Argentina,Annual,USD,US$,2016,0,0,0,0,0,18685.81401012573,43.41675567626953,7.305699825286865,583168557056,309234499584,13431.878,42327.84,2766889,1092,11,0,0,,,0,.074399002,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
IDN,ARG,,,,44390,,,Indonesia,Argentina,Annual,USD,US$,2016,0,0,0,0,0,15581.88409400139,43.41675567626953,257.5638122558594,583168557056,861933993984,13431.878,3346.4871,2766889,1933658,11,0,0,,,0,.026896,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
IND,ARG,,,,1307852,,,India,Argentina,Annual,USD,US$,2016,0,0,0,0,0,15676.28452059822,43.41675567626953,1311.050537109375,583168557056,2095398387712,13431.878,1598.259,2766889,3287590,8.5,0,0,,,0,.012436999,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ISR,ARG,,,,1000,,,Israel,Argentina,Annual,USD,US$,2016,0,0,0,0,0,12350.09744643555,43.41675567626953,8.380399703979492,583168557056,299415699456,13431.878,35728.094,2766889,21621,5,0,0,,,0,.0093740001,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
JPN,ARG,340656,,,359729,,,Japan,Argentina,Annual,USD,US$,2016,0,0,0,0,0,18310.16121279297,43.41675567626953,126.9584732055664,583168557056,4123257733120,13431.878,32477.215,2766889,377801,12,0,0,,,0,.0057390002,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
KOR,ARG,37354,,,12057,,,"Korea, Republic of",Argentina,Annual,USD,US$,2016,0,0,0,0,0,19146.65183308563,43.41675567626953,50.61704635620117,583168557056,1377873166336,13431.878,27221.525,2766889,99484,12,0,0,,,0,.039018001,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
MAR,ARG,,,,,1848693,,Morocco,Argentina,Annual,USD,US$,2016,0,0,0,0,0,9321.642272381592,43.41675567626953,34.37751007080078,583168557056,100593287168,13431.878,2926.1365,2766889,710850,3,0,0,,,0,.00382,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MEX,ARG,718840,,,11613411,,,Mexico,Argentina,Annual,USD,US$,2016,0,1,1,0,0,7533.985818792534,43.41675567626953,127.0172271728516,583168557056,1143793123328,13431.878,9005.0234,2766889,1967210,4,0,0,,,0,.86777598,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MLI,ARG,2784,,,,,,Mali,Argentina,Annual,USD,US$,2016,0,0,0,0,0,7671.931987164307,43.41675567626953,17.59969329833984,583168557056,12746688512,13431.878,724.25629,2766889,1240142,3,0,0,,,0,.0080659995,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
NIC,ARG,83759,,,,,,Nicaragua,Argentina,Annual,USD,US$,2016,0,1,1,0,0,5753.554072067452,43.41675567626953,6.082032203674316,583168557056,12692561920,13431.878,2086.8948,2766889,130670,3,0,0,,,0,.86863995,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
NOR,ARG,,,,196547,,,Norway,Argentina,Annual,USD,US$,2016,0,0,0,0,0,12204.08710083542,43.41675567626953,5.195920944213867,583168557056,386578448384,13431.878,74400.375,2766889,323752,4,0,0,,,0,.029156001,0,0,0,fr,sc,fr,sc,1,1,0,,0,0
NZL,ARG,5394723,,,5690,,,New Zealand,Argentina,Annual,USD,US$,2016,0,0,0,0,0,10156.10212015724,43.41675567626953,4.595699787139893,583168557056,173754073088,13431.878,37807.969,2766889,268676,8.625,0,0,,,0,.18152501,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
PAN,ARG,2402277,,,2295,,,Panama,Argentina,Annual,USD,US$,2016,0,1,1,0,0,5126.51861922741,43.41675567626953,3.929141044616699,583168557056,52132290560,13431.878,13268.114,2766889,75648,2,0,0,,,0,.78009397,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
PER,ARG,7972511,,,340789,7496726,,Peru,Argentina,Annual,USD,US$,2016,0,1,1,0,0,2954.81404922781,43.41675567626953,31.37667083740234,583168557056,189111140352,13431.878,6027.126,2766889,1285216,2,0,0,,,0,.87184495,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
PRY,ARG,10220181,,199658,63454001,8238777,,Paraguay,Argentina,Annual,USD,US$,2016,1,1,1,0,0,1030.451889702654,43.41675567626953,6.63912296295166,583168557056,27093938176,13431.878,4080.9514,2766889,406752,1,0,0,,,0,.87987298,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
SEN,ARG,11523,,,,10561888,,Senegal,Argentina,Annual,USD,US$,2016,0,0,0,0,0,7063.377120421791,43.41675567626953,15.12927341461182,583168557056,13609989120,13431.878,899.57983,2766889,196722,3,0,0,,,0,.053142998,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
SLV,ARG,,,,334,,,El Salvador,Argentina,Annual,USD,US$,2016,0,1,1,0,0,6042.198277593994,43.41675567626953,6.126583099365234,583168557056,25850200064,13431.878,4219.3501,2766889,21041,3,0,0,,,0,.88183993,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
SUR,ARG,46031,,,,,,Suriname,Argentina,Annual,USD,US$,2016,0,0,0,0,0,4460.342344972801,43.41675567626953,.5429750084877014,583168557056,5150291456,13431.878,9485.3193,2766889,163820,0,0,0,,,0,.33990198,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
THA,ARG,,,,119706,,,Thailand,Argentina,Annual,USD,US$,2016,0,0,0,0,0,17137.09487542496,43.41675567626953,67.95935821533203,583168557056,395168022528,13431.878,5814.77,2766889,513115,10,0,0,,,0,.003796,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
TUN,ARG,207734,,,,1506484,,Tunisia,Argentina,Annual,USD,US$,2016,0,0,0,0,0,10649.98209926262,43.41675567626953,11.1077995300293,583168557056,43015090176,13431.878,3872.5122,2766889,164150,4,0,0,,,0,.002904,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
URY,ARG,6431152,562,649752,12706546,45382920,,Uruguay,Argentina,Annual,USD,US$,2016,1,1,1,0,0,529.5590129725575,43.41675567626953,3.431555032730103,583168557056,53442699264,13431.878,15573.901,2766889,176215,0,0,0,,,0,.545533,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
USA,ARG,162480436,,20849,20803978,70303938,121323253,United States of America,Argentina,Annual,USD,US$,2016,0,0,1,0,0,8678.352247402954,43.41675567626953,321.4188232421875,583168557056,18036648050688,13431.878,56115.719,2766889,9529106,4.5,0,0,,,0,.28658798,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ZAF,ARG,,,,93448,,,South Africa,Argentina,Annual,USD,US$,2016,0,0,0,0,0,8071.707650897407,43.41675567626953,54.9569206237793,583168557056,314571948032,13431.878,5723.9731,2766889,1219912,5,0,0,,,0,.10581999,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
CAN,ARM,,,31,48703,,,Canada,Armenia,Annual,USD,US$,2016,0,0,0,0,0,9157.498626548386,3.017712116241455,35.85177230834961,10529182720,1550536540160,3489.1277,43248.531,29800,9976139,9.416666,0,0,,,0,0,0,0,0,so,uk,fr,uk,1,1,0,,0,0
CHE,ARM,,,561,465054,,,Switzerland,Armenia,Annual,USD,US$,2016,0,0,0,0,0,3033.851200958252,3.017712116241455,8.286975860595703,10529182720,670789926912,3489.1277,80945.078,29800,41288,3,0,0,,,0,0,0,0,0,so,ge,fr,ge,1,1,0,,0,0
EEC,ARM,29324,,254,58652114,,,European Union,Armenia,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,ARM,141043,,1154018,18862,4692420,,Georgia,Armenia,Annual,USD,US$,2016,1,0,0,0,0,222.0753574404657,3.017712116241455,3.678999900817871,10529182720,13965385728,3489.1277,3795.9734,29800,69700,0,0,0,,,0,0,1,0,1,so,so,fr,ge,1,1,1,,0,0
MLI,ARM,7242,,,,,,Mali,Armenia,Annual,USD,US$,2016,0,0,0,0,0,5855.264641884231,3.017712116241455,17.59969329833984,10529182720,12746688512,3489.1277,724.25629,29800,1240142,4,0,0,,,0,0,0,1,1,so,fr,fr,fr,1,1,0,,0,0
NZL,ARM,,,,5506,,,New Zealand,Armenia,Annual,USD,US$,2016,0,0,0,0,0,15796.93554228745,3.017712116241455,4.595699787139893,10529182720,173754073088,3489.1277,37807.969,29800,268676,8.375,0,0,,,0,0,0,0,0,so,uk,fr,uk,1,1,0,,0,0
PER,ARM,,,,170012,,,Peru,Armenia,Annual,USD,US$,2016,0,0,0,0,0,13449.11936555138,3.017712116241455,31.37667083740234,10529182720,189111140352,3489.1277,6027.126,29800,1285216,9,0,0,,,0,0,0,1,1,so,fr,fr,fr,1,1,0,,0,0
SEN,ARM,10595,,,,,,Senegal,Armenia,Annual,USD,US$,2016,0,0,0,0,0,6567.277935499954,3.017712116241455,15.12927341461182,10529182720,13609989120,3489.1277,899.57983,29800,196722,4,0,0,,,0,0,0,1,1,so,fr,fr,fr,1,1,0,,0,0
SGP,ARM,,,,32184,,,Singapore,Armenia,Annual,USD,US$,2016,0,0,0,0,0,7360.447620846558,3.017712116241455,5.5350022315979,10529182720,292739317760,3489.1277,52888.746,29800,646,4,0,0,,,0,0,0,0,0,so,uk,fr,uk,1,1,0,,0,0
UKR,ARM,15409,,,747560,,,Ukraine,Armenia,Annual,USD,US$,2016,0,0,0,1,0,1327.037682920122,3.017712116241455,45.19820022583008,10529182720,90615021568,3489.1277,2004.8369,29800,603677,2,0,0,,,0,0,1,1,0,so,so,fr,fr,1,1,1,,0,0
USA,ARM,17280,,,,,,United States of America,Armenia,Annual,USD,US$,2016,0,0,0,0,0,10272.02345958443,3.017712116241455,321.4188232421875,10529182720,18036648050688,3489.1277,56115.719,29800,9529106,11.5,0,0,,,0,0,0,0,0,so,uk,fr,uk,1,1,0,,0,0
CAN,ATG,,,,16,,,Canada,Antigua and Barbuda,Annual,USD,US$,2016,0,1,1,0,0,4157.128739113617,.0918179973959923,35.85177230834961,1259259264,1550536540160,13714.732,43248.531,442,9976139,1.4166665,0,0,,,0,.17246801,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
CHT,ATG,,,,37700,,,Chinese Taipei,Antigua and Barbuda,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEC,ATG,,,176555,818,,,European Union,Antigua and Barbuda,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,ATG,25886,,,,,,Guyana,Antigua and Barbuda,Annual,USD,US$,2016,0,1,1,1,0,1247.035727925682,.0918179973959923,.7670850157737732,1259259264,3166029056,13714.732,4127.3511,442,214970,0,0,0,,,0,.094680004,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
IDN,ATG,,,,55058,,,Indonesia,Antigua and Barbuda,Annual,USD,US$,2016,0,0,0,0,0,18255.04863033753,.0918179973959923,257.5638122558594,1259259264,861933993984,13714.732,3346.4871,442,1933658,12,0,0,,,0,.024746001,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
KNA,ATG,73990,,2051,185545,,,Saint Kitts and Nevis,Antigua and Barbuda,Annual,USD,US$,2016,0,1,1,1,0,529.5420588023901,.0918179973959923,.0555719994008541,1259259264,876478528,13714.732,15771.945,442,269,0,0,0,,,1,.22780401,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
SEN,ATG,38903,,,,,,Senegal,Antigua and Barbuda,Annual,USD,US$,2016,0,0,0,0,0,4812.297447165108,.0918179973959923,15.12927341461182,1259259264,13609989120,13714.732,899.57983,442,196722,4,0,0,,,0,.0097739995,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
THA,ATG,,,,39663,,,Thailand,Antigua and Barbuda,Annual,USD,US$,2016,0,0,0,0,0,16095.55717882957,.0918179973959923,67.95935821533203,1259259264,395168022528,13714.732,5814.77,442,513115,11,0,0,,,0,.001408,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ALB,AUS,,,,,11,,Albania,Australia,Annual,USD,US$,2016,0,0,0,0,0,15208.4967874176,23.78116989135742,2.889167070388794,1339140472832,11398392832,56310.957,3945.2175,7686848,28748,8.3500004,0,0,,,0,.00041000001,0,0,0,uk,so,uk,fr,1,1,0,,0,0
ARG,AUS,,57737580,,16081,17802685,,Argentina,Australia,Annual,USD,US$,2016,0,0,0,0,0,12044.57399560795,23.78116989135742,43.41675567626953,1339140472832,583168557056,56310.957,13431.878,7686848,2766889,11.65,0,0,,,0,.27748501,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
BFA,AUS,,,,112625,81838,,Burkina Faso,Australia,Annual,USD,US$,2016,0,0,0,0,0,15918.28400261498,23.78116989135742,18.10556983947754,1339140472832,10678202368,56310.957,589.77441,7686848,274200,9.3500004,0,0,,,0,.031259999,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
BHR,AUS,24560147,,146640,63261,,,"Bahrain, Kingdom of",Australia,Annual,USD,US$,2016,0,0,0,0,0,12011.47366330185,23.78116989135742,1.37723696231842,1339140472832,31125850112,56310.957,22600.215,7686848,678,6.3500004,0,0,,,0,.0063829999,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
BRA,AUS,,579506827,,4203935,1734,59739253,Brazil,Australia,Annual,USD,US$,2016,0,0,0,0,0,14046.74841291237,23.78116989135742,207.8475341796875,1339140472832,1774724841472,56310.957,8538.5898,7686848,8511920,11.15,0,0,,,0,.26929,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
BRN,AUS,48957,,8118,9357,,,Brunei Darussalam,Australia,Annual,USD,US$,2016,0,0,0,0,0,5453.760725966644,23.78116989135742,.4231880009174347,1339140472832,12930395136,56310.957,30554.73,7686848,5765,1.3500004,0,0,,,0,.013341,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
CAN,AUS,32922,7,4599,8283212,,,Canada,Australia,Annual,USD,US$,2016,0,1,1,0,0,15391.07357414627,23.78116989135742,35.85177230834961,1339140472832,1550536540160,56310.957,43248.531,7686848,9976139,9.2333336,0,0,,,0,.207508,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
