destination,origin,valueCars,valueCoal,valueCoffee,valueIron_Steel,valueNaturalGas,valueOil,destination_fullname,origin_fullname,period,unitcode,unit,year,contig,comlang_off,comlang_ethno,comcol,col45,distw,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,area_o,area_d,tdiff,heg_o,heg_d,conflict,indepdate,comcur,comrelig,comleg_pretrans,comleg_posttrans,transition_legalchange,legold_o,legold_d,legnew_o,legnew_d,gatt_o,gatt_d,fta_wto,fta_hmr,eu_o,eu_d
MYS,PER,,,7078,,,,Malaysia,Peru,Annual,USD,US$,2016,0,0,0,0,0,18998.19549194565,31.37667083740234,30.33100700378418,189111140352,296283176960,6027.126,9768.3262,1285216,329758,11,0,0,,,0,.027005998,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
NIC,PER,,,,20173,,,Nicaragua,Peru,Annual,USD,US$,2016,0,1,1,0,0,2837.101588195896,31.37667083740234,6.082032203674316,189111140352,12692561920,6027.126,2086.8948,1285216,130670,1,0,0,,,0,.90178496,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
NOR,PER,,,2036183,10098,,,Norway,Peru,Annual,USD,US$,2016,0,0,0,0,0,10895.72319886818,31.37667083740234,5.195920944213867,189111140352,386578448384,6027.126,74400.375,1285216,323752,6,0,0,,,0,.029259002,0,0,0,fr,sc,fr,sc,1,1,1,,0,0
NZL,PER,,,1784073,1627,,,New Zealand,Peru,Annual,USD,US$,2016,0,0,0,0,0,10793.83729022255,31.37667083740234,4.595699787139893,189111140352,173754073088,6027.126,37807.969,1285216,268676,6.625,0,0,,,0,.18807,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
PAN,PER,,30568,,109448,,,Panama,Peru,Annual,USD,US$,2016,0,1,1,0,0,2288.831286754036,31.37667083740234,3.929141044616699,189111140352,52132290560,6027.126,13268.114,1285216,75648,0,0,0,,,0,.80975401,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
SGP,PER,8528,,121856,,,,Singapore,Peru,Annual,USD,US$,2016,0,0,0,0,0,18884.49918116913,31.37667083740234,5.5350022315979,189111140352,292739317760,6027.126,52888.746,1285216,646,11,0,0,,,0,.045398999,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
SLV,PER,,,85,7572,,,El Salvador,Peru,Annual,USD,US$,2016,0,1,1,0,0,3110.870792050504,31.37667083740234,6.126583099365234,189111140352,25850200064,6027.126,4219.3501,1285216,21041,1,0,0,,,0,.91550994,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
THA,PER,,,399,227543,,,Thailand,Peru,Annual,USD,US$,2016,0,0,0,0,0,19475.95238998871,31.37667083740234,67.95935821533203,189111140352,395168022528,6027.126,5814.77,1285216,513115,12,0,0,,,0,.003858,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
TUN,PER,,,3485,,,,Tunisia,Peru,Annual,USD,US$,2016,0,0,0,0,0,10468.41405947227,31.37667083740234,11.1077995300293,189111140352,43015090176,6027.126,3872.5122,1285216,164150,6,0,0,,,0,.00095100002,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
UKR,PER,,,161824,,,,Ukraine,Peru,Annual,USD,US$,2016,0,0,0,0,0,12392.38076890144,31.37667083740234,45.19820022583008,189111140352,90615021568,6027.126,2004.8369,1285216,603677,7,0,0,,,0,0,0,1,1,fr,so,fr,fr,1,1,0,,0,0
URY,PER,,,3522,,,,Uruguay,Peru,Annual,USD,US$,2016,0,1,1,0,0,3287.071247655296,31.37667083740234,3.431555032730103,189111140352,53442699264,6027.126,15573.901,1285216,176215,2,0,0,,,0,.56635797,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
USA,PER,41240,366626,235945459,10144393,2008566,37595006,United States of America,Peru,Annual,USD,US$,2016,0,0,1,0,0,5913.182225080299,31.37667083740234,321.4188232421875,189111140352,18036648050688,6027.126,56115.719,1285216,9529106,2.5,0,0,,,0,.29707199,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
ZAF,PER,,,296617,,,,South Africa,Peru,Annual,USD,US$,2016,0,0,0,0,0,10666.13648918571,31.37667083740234,54.9569206237793,189111140352,314571948032,6027.126,5723.9731,1285216,1219912,7,0,0,,,0,.10943399,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ALB,PHL,,,586,,,,Albania,Philippines,Annual,USD,US$,2016,0,0,0,0,0,10011.03542975998,100.6993942260742,2.889167070388794,292451385344,11398392832,2904.2021,3945.2175,300000,28748,7,0,0,,,0,.0088150008,0,1,1,fr,so,fr,fr,1,1,0,,0,0
AUS,PHL,152821,,122716,11255,,,Australia,Philippines,Annual,USD,US$,2016,0,1,1,0,0,5896.923407828522,100.6993942260742,23.78116989135742,292451385344,1339140472832,2904.2021,56310.957,300000,7686848,1.3500004,0,0,,,0,.257952,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
CAN,PHL,36962,,143823,25,251822,,Canada,Philippines,Annual,USD,US$,2016,0,1,1,0,0,12630.18459959717,100.6993942260742,35.85177230834961,292451385344,1550536540160,2904.2021,43248.531,300000,9976139,10.583334,0,0,,,0,.40341198,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
CHE,PHL,,,229,,,,Switzerland,Philippines,Annual,USD,US$,2016,0,0,0,0,0,10661.90628761597,100.6993942260742,8.286975860595703,292451385344,670789926912,2904.2021,80945.078,300000,41288,7,0,0,,,0,.46059299,0,0,0,fr,ge,fr,ge,1,1,0,,0,0
CHN,PHL,3370,,,887079,9688320,251,China,Philippines,Annual,USD,US$,2016,0,0,0,0,0,2613.129415175247,100.6993942260742,1371.219970703125,292451385344,11007720161280,2904.2021,8027.6836,300000,9572378,0,0,0,,,0,.0010320001,0,0,0,fr,so,fr,ge,1,1,1,,0,0
CHT,PHL,21300,,40300,19361900,,,Chinese Taipei,Philippines,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRI,PHL,,,,16838,,,Costa Rica,Philippines,Annual,USD,US$,2016,0,0,0,0,0,16155.89012092438,100.6993942260742,4.807849884033203,292451385344,54136836096,2904.2021,11260.093,300000,51076,10,0,0,,,0,.763309,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
EEC,PHL,45596,,25278,26771,,,European Union,Philippines,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,PHL,,,,667789,,,"Hong Kong, China",Philippines,Annual,USD,US$,2016,0,1,1,0,0,1284.66961703701,100.6993942260742,7.305699825286865,292451385344,309234499584,2904.2021,42327.84,300000,1092,0,0,0,,,0,.069504,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
IDN,PHL,,,,5866066,,,Indonesia,Philippines,Annual,USD,US$,2016,0,0,0,0,0,2609.464866495895,100.6993942260742,257.5638122558594,292451385344,861933993984,2904.2021,3346.4871,300000,1933658,0,0,0,,,0,.043193001,1,1,0,fr,fr,fr,fr,1,1,1,,0,0
IND,PHL,,12365015,,7681766,,,India,Philippines,Annual,USD,US$,2016,0,1,1,0,0,4843.750337911987,100.6993942260742,1311.050537109375,292451385344,2095398387712,2904.2021,1598.259,300000,3287590,2.5,0,0,,,0,.016339,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
JOR,PHL,,,9802,,,,Jordan,Philippines,Annual,USD,US$,2016,0,0,1,0,0,8849.556532461165,100.6993942260742,7.594546794891357,292451385344,37517410304,2904.2021,4940.0459,300000,91862,6,0,0,,,0,.054401003,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
JPN,PHL,135137,,15423,6716467,1804786,,Japan,Philippines,Annual,USD,US$,2016,0,0,0,0,0,2956.596221716499,100.6993942260742,126.9584732055664,292451385344,4123257733120,2904.2021,32477.215,300000,377801,1,0,0,,,0,.005388,0,0,0,fr,ge,fr,ge,1,1,1,,0,0
KOR,PHL,104440,21635,468,12148371,23818247,127864935,"Korea, Republic of",Philippines,Annual,USD,US$,2016,0,0,1,0,0,2669.686775706291,100.6993942260742,50.61704635620117,292451385344,1377873166336,2904.2021,27221.525,300000,99484,1,0,0,,,0,.037434999,0,0,0,fr,ge,fr,ge,1,1,1,,0,0
MAR,PHL,,,,443,,,Morocco,Philippines,Annual,USD,US$,2016,0,0,0,0,0,12484.25881247711,100.6993942260742,34.37751007080078,292451385344,100593287168,2904.2021,2926.1365,300000,710850,8,0,0,,,0,.044424001,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MDV,PHL,,,68,1212,,,Maldives,Philippines,Annual,USD,US$,2016,0,0,0,0,0,5436.784048718643,100.6993942260742,.4091629981994629,292451385344,3435244544,2904.2021,8395.7852,300000,298,3,0,0,,,0,.043798003,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
MEX,PHL,,,,573,,,Mexico,Philippines,Annual,USD,US$,2016,0,0,0,0,0,13878.61590771408,100.6993942260742,127.0172271728516,292451385344,1143793123328,2904.2021,9005.0234,300000,1967210,9,0,0,,,0,.79688299,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MUS,PHL,,,,2795,,,Mauritius,Philippines,Annual,USD,US$,2016,0,1,1,0,0,7963.372120000839,100.6993942260742,1.262604951858521,292451385344,11681761280,2904.2021,9252.1113,300000,2045,4,0,0,,,0,.269786,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
MYS,PHL,11548,,,3038965,,,Malaysia,Philippines,Annual,USD,US$,2016,0,0,0,0,0,2277.142280126572,100.6993942260742,30.33100700378418,292451385344,296283176960,2904.2021,9768.3262,300000,329758,0,0,0,,,0,.045322001,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
NOR,PHL,,,484,261,,,Norway,Philippines,Annual,USD,US$,2016,0,0,0,0,0,9885.902102642822,100.6993942260742,5.195920944213867,292451385344,386578448384,2904.2021,74400.375,300000,323752,7,0,0,,,0,.039730001,0,0,0,fr,sc,fr,sc,1,1,0,,0,0
NZL,PHL,,,11573,17359,,,New Zealand,Philippines,Annual,USD,US$,2016,0,1,1,0,0,8022.160688078307,100.6993942260742,4.595699787139893,292451385344,173754073088,2904.2021,37807.969,300000,268676,4.375,0,0,,,0,.17166901,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
SGP,PHL,6476,,1816,2519895,,170,Singapore,Philippines,Annual,USD,US$,2016,0,1,1,0,0,2406.190074300003,100.6993942260742,5.5350022315979,292451385344,292739317760,2904.2021,52888.746,300000,646,0,0,0,,,0,.047996998,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
SYC,PHL,,,324,,,,Seychelles,Philippines,Annual,USD,US$,2016,0,1,1,0,0,7594.211810432816,100.6993942260742,.0929000005125999,292451385344,1437722240,2904.2021,15476.02,300000,455,4,0,0,,,0,.75156003,1,1,0,fr,fr,fr,fr,1,1,0,,0,0
THA,PHL,101561,10688554,,9872314,,138076584,Thailand,Philippines,Annual,USD,US$,2016,0,0,0,0,0,2306.804495880413,100.6993942260742,67.95935821533203,292451385344,395168022528,2904.2021,5814.77,300000,513115,1,0,0,,,0,.0051170001,0,0,0,fr,uk,fr,uk,1,1,1,,0,0
USA,PHL,23000,,266699,119295,83681,,United States of America,Philippines,Annual,USD,US$,2016,0,1,1,0,1,13153.97545587463,100.6993942260742,321.4188232421875,292451385344,18036648050688,2904.2021,56115.719,300000,9529106,8.5,0,1,0,1946,0,.26921201,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ZAF,PHL,,,8,621,,,South Africa,Philippines,Annual,USD,US$,2016,0,1,1,0,0,11216.28078095474,100.6993942260742,54.9569206237793,292451385344,314571948032,2904.2021,5723.9731,300000,1219912,6,0,0,,,0,.10284299,0,0,0,fr,uk,fr,uk,1,1,0,,0,0
ARG,PNG,,,2097,,,,Argentina,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,14618.37947243652,7.619320869445801,43.41675567626953,,583168557056,,13431.878,462840,2766889,11,0,0,,,0,.31621599,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
AUS,PNG,,,27960242,61967,478428,415643650,Australia,Papua New Guinea,Annual,USD,US$,2016,0,1,1,0,1,3087.280103382873,7.619320869445801,23.78116989135742,,1339140472832,,56310.957,462840,7686848,.64999962,0,1,0,1975,0,.234328,1,1,0,uk,uk,uk,uk,1,1,1,,0,0
BHR,PNG,,,4082,,,,"Bahrain, Kingdom of",Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,11034.09425610619,7.619320869445801,1.37723696231842,,31125850112,,22600.215,462840,678,7,0,0,,,0,.0078800004,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
CAN,PNG,,,1647454,,,148,Canada,Papua New Guinea,Annual,USD,US$,2016,0,1,1,0,0,13261.08093222961,7.619320869445801,35.85177230834961,,1550536540160,,43248.531,462840,9976139,8.583334,0,0,,,0,.325712,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
CHE,PNG,,,26087,,,,Switzerland,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,14190.05845521622,7.619320869445801,8.286975860595703,,670789926912,,80945.078,462840,41288,9,0,0,,,0,.42547199,0,0,0,uk,ge,uk,ge,1,1,0,,0,0
CHN,PNG,,,936521,4080,751014672,,China,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,5799.643167661286,7.619320869445801,1371.219970703125,,11007720161280,,8027.6836,462840,9572378,2,0,0,,,0,0,0,0,0,uk,so,uk,ge,1,1,0,,0,0
CHT,PNG,,,771800,,438635700,,Chinese Taipei,Papua New Guinea,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEC,PNG,,,75962062,,3663,,European Union,Papua New Guinea,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKG,PNG,,,15209,,,,"Hong Kong, China",Papua New Guinea,Annual,USD,US$,2016,0,1,1,0,0,4902.674157198524,7.619320869445801,7.305699825286865,,309234499584,,42327.84,462840,1092,2,0,0,,,0,.069711998,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
IDN,PNG,,,201408,529297,,,Indonesia,Papua New Guinea,Annual,USD,US$,2016,1,0,0,0,0,4319.879972475624,7.619320869445801,257.5638122558594,,861933993984,,3346.4871,462840,1933658,2,0,0,,,0,.036888003,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
IND,PNG,,,749298,,,,India,Papua New Guinea,Annual,USD,US$,2016,0,1,1,0,0,8314.076175367356,7.619320869445801,1311.050537109375,,2095398387712,,1598.259,462840,3287590,4.5,0,0,,,0,.010688,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ISR,PNG,,,136000,,,,Israel,Papua New Guinea,Annual,USD,US$,2016,0,1,1,0,0,12549.86888761215,7.619320869445801,8.380399703979492,,299415699456,,35728.094,462840,21621,8,0,0,,,0,.0044479999,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
JOR,PNG,,,3127412,,,,Jordan,Papua New Guinea,Annual,USD,US$,2016,0,0,1,0,0,12456.77462371407,7.619320869445801,7.594546794891357,,37517410304,,4940.0459,462840,91862,8,0,0,,,0,.0073279999,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
JPN,PNG,,,8746701,,1550801081,3304480,Japan,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,4927.963134396553,7.619320869445801,126.9584732055664,,4123257733120,,32477.215,462840,377801,1,0,0,,,0,.0072240001,0,0,0,uk,ge,uk,ge,1,1,0,,0,0
KAZ,PNG,,,405,,,,Kazakhstan,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,9588.028453201676,7.619320869445801,17.54412651062012,,184388435968,,10509.981,462840,2717300,4.5,0,0,,,0,.02152,0,0,0,uk,so,uk,fr,1,1,0,,0,0
KOR,PNG,,,3315420,,46609582,,"Korea, Republic of",Papua New Guinea,Annual,USD,US$,2016,0,0,1,0,0,5341.074236452103,7.619320869445801,50.61704635620117,,1377873166336,,27221.525,462840,99484,1,0,0,,,0,.084040001,0,0,0,uk,ge,uk,ge,1,1,0,,0,0
MDV,PNG,,,84,,,,Maldives,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,8287.449303019333,7.619320869445801,.4091629981994629,,3435244544,,8395.7852,462840,298,5,0,0,,,0,.00032799999,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
MEX,PNG,,,1663,,,,Mexico,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,12538.72816359634,7.619320869445801,127.0172271728516,,1143793123328,,9005.0234,462840,1967210,7,0,0,,,0,.31762397,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
MYS,PNG,,,3211089,1151918,,24771374,Malaysia,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,4951.532239134598,7.619320869445801,30.33100700378418,,296283176960,,9768.3262,462840,329758,2,0,0,,,0,.01736,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
NOR,PNG,,,356947,,,,Norway,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,13164.79322592201,7.619320869445801,5.195920944213867,,386578448384,,74400.375,462840,323752,9,0,0,,,0,.57213604,0,0,0,uk,sc,uk,sc,1,1,0,,0,0
NZL,PNG,,,4666523,,,,New Zealand,Papua New Guinea,Annual,USD,US$,2016,0,1,1,0,0,4493.607687253189,7.619320869445801,4.595699787139893,,173754073088,,37807.969,462840,268676,2.375,0,0,,,0,.28267202,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
PHL,PNG,,,,,1725918,,Philippines,Papua New Guinea,Annual,USD,US$,2016,0,1,1,0,0,3651.687424469089,7.619320869445801,100.6993942260742,,292451385344,,2904.2021,462840,300000,2,0,0,,,0,.29804,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
SEN,PNG,,,46,,,,Senegal,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,18103.27192926102,7.619320869445801,15.12927341461182,,13609989120,,899.57983,462840,196722,10,0,0,,,0,.018951999,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
SGP,PNG,,,639606,132020,,145024283,Singapore,Papua New Guinea,Annual,USD,US$,2016,0,1,1,0,0,4904.869304304123,7.619320869445801,5.5350022315979,,292739317760,,52888.746,462840,646,2,0,0,,,0,.030599998,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
THA,PNG,,,2849,176575,,54197088,Thailand,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,5661.366337816238,7.619320869445801,67.95935821533203,,395168022528,,5814.77,462840,513115,3,0,0,,,0,.00248,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
TUN,PNG,,,9790,,,,Tunisia,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,14629.99376445808,7.619320869445801,11.1077995300293,,43015090176,,3872.5122,462840,164150,9,0,0,,,0,.00032799999,0,0,0,uk,fr,uk,fr,1,1,0,,0,0
UKR,PNG,,,53995,,,,Ukraine,Papua New Guinea,Annual,USD,US$,2016,0,0,0,0,0,12391.19355531769,7.619320869445801,45.19820022583008,,90615021568,,2004.8369,462840,603677,8,0,0,,,0,0,0,0,0,uk,so,uk,fr,1,1,0,,0,0
USA,PNG,,,54162827,,,,United States of America,Papua New Guinea,Annual,USD,US$,2016,0,1,1,0,0,13100.55286433411,7.619320869445801,321.4188232421875,,18036648050688,,56115.719,462840,9529106,6.5,0,0,,,0,.35302401,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ZAF,PNG,,,18584,,,,South Africa,Papua New Guinea,Annual,USD,US$,2016,0,1,1,0,0,12454.01258057213,7.619320869445801,54.9569206237793,,314571948032,,5723.9731,462840,1219912,8,0,0,,,0,.26187199,1,1,0,uk,uk,uk,uk,1,1,0,,0,0
ALB,POL,1205567,,9759,5715,,,Albania,Poland,Annual,USD,US$,2016,0,0,0,0,0,1191.410056166744,37.99949264526367,2.889167070388794,477066461184,11398392832,12554.548,3945.2175,312685,28748,0,0,0,,,0,0,1,0,1,so,so,ge,fr,1,1,1,,1,0
ARG,POL,190986,,,499128,,,Argentina,Poland,Annual,USD,US$,2016,0,0,0,0,0,12224.97391715012,37.99949264526367,43.41675567626953,477066461184,583168557056,12554.548,13431.878,312685,2766889,4,0,0,,,0,.74198699,0,0,0,so,fr,ge,fr,1,1,0,,1,0
ARM,POL,34970,,3010,31367,,,Armenia,Poland,Annual,USD,US$,2016,0,0,0,0,0,2319.427511819076,37.99949264526367,3.017712116241455,477066461184,10529182720,12554.548,3489.1277,312685,29800,3,0,0,,,0,0,1,0,1,so,so,ge,fr,1,1,0,,1,0
AUS,POL,43478054,,116311,309040,,,Australia,Poland,Annual,USD,US$,2016,0,0,0,0,0,15289.11614624023,37.99949264526367,23.78116989135742,477066461184,1339140472832,12554.548,56310.957,312685,7686848,8.3500004,0,0,,,0,.239995,0,0,0,so,uk,ge,uk,1,1,0,,1,0
BFA,POL,1264,,,,,,Burkina Faso,Poland,Annual,USD,US$,2016,0,0,0,0,0,4820.679200604629,37.99949264526367,18.10556983947754,477066461184,10678202368,12554.548,589.77441,312685,274200,1,0,0,,,0,.072916001,0,0,0,so,fr,ge,fr,1,1,0,,1,0
BHR,POL,128694,,,71011,,,"Bahrain, Kingdom of",Poland,Annual,USD,US$,2016,0,0,0,0,0,3871.252215393448,37.99949264526367,1.37723696231842,477066461184,31125850112,12554.548,22600.215,312685,678,2,0,0,,,0,.0064890003,0,0,0,so,uk,ge,uk,1,1,0,,1,0
BRA,POL,,,,2282061,,,Brazil,Poland,Annual,USD,US$,2016,0,0,0,0,0,9958.273713019562,37.99949264526367,207.8475341796875,477066461184,1774724841472,12554.548,8538.5898,312685,8511920,4.5,0,0,,,0,.71122003,0,0,0,so,fr,ge,fr,1,1,0,,1,0
CAN,POL,12624,,221077,4782786,,,Canada,Poland,Annual,USD,US$,2016,0,0,0,0,0,7004.856645207977,37.99949264526367,35.85177230834961,477066461184,1550536540160,12554.548,43248.531,312685,9976139,6.4166665,0,0,,,0,.377756,0,0,0,so,uk,ge,uk,1,1,0,,1,0
CHE,POL,115048135,22138,366743,11805401,1619,,Switzerland,Poland,Annual,USD,US$,2016,0,0,0,0,0,1007.320439097977,37.99949264526367,8.286975860595703,477066461184,670789926912,12554.548,80945.078,312685,41288,0,0,0,,,0,.428112,0,1,1,so,ge,ge,ge,1,1,1,,1,0
CHL,POL,5728830,,27940,160275,,,Chile,Poland,Annual,USD,US$,2016,0,0,0,0,0,12879.71397313309,37.99949264526367,17.94814109802246,477066461184,240796385280,12554.548,13416.229,312685,756945,6,0,0,,,0,.66502899,0,0,0,so,fr,ge,fr,1,1,1,,1,0
CHN,POL,328369,,16212,5299953,,,China,Poland,Annual,USD,US$,2016,0,0,0,0,0,7456.561661200714,37.99949264526367,1371.219970703125,477066461184,11007720161280,12554.548,8027.6836,312685,9572378,7,0,0,,,0,0,1,1,0,so,so,ge,ge,1,1,0,,1,0
CHT,POL,13166000,,2300,280400,,,Chinese Taipei,Poland,Annual,USD,US$,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,POL,,,,98038,,,Colombia,Poland,Annual,USD,US$,2016,0,0,0,0,0,9790.112262472534,37.99949264526367,48.22870254516602,477066461184,292080156672,12554.548,6056.1479,312685,1141748,6,0,0,,,0,.78246897,0,0,0,so,fr,ge,fr,1,1,1,,1,0
CRI,POL,2950,,,19242,,,Costa Rica,Poland,Annual,USD,US$,2016,0,0,0,0,0,10055.04293118896,37.99949264526367,4.807849884033203,477066461184,54136836096,12554.548,11260.093,312685,51076,7,0,0,,,0,.73310798,0,0,0,so,fr,ge,fr,1,1,1,,1,0
CUB,POL,,,1930,72,,,Cuba,Poland,Annual,USD,US$,2016,0,0,0,0,0,8710.314530245209,37.99949264526367,11.38956165313721,477066461184,,12554.548,,312685,110861,6,0,0,,,0,.25920799,1,0,1,so,so,ge,fr,1,1,0,,1,0
DOM,POL,133209,,,17614,,,Dominican Republic,Poland,Annual,USD,US$,2016,0,0,0,0,0,8353.556556724549,37.99949264526367,10.52839088439941,477066461184,68102619136,12554.548,6468.4736,312685,48734,5,0,0,,,0,.78247398,0,0,0,so,fr,ge,fr,1,1,0,,1,0
EGY,POL,493437,11730096,104907,4090445,,,Egypt,Poland,Annual,USD,US$,2016,0,0,0,0,0,2607.519232593727,37.99949264526367,91.50808715820313,477066461184,330778542080,12554.548,3614.7466,312685,1001449,1,0,0,,,0,.001622,0,0,0,so,fr,ge,fr,1,1,1,,1,0
GEO,POL,412350,,6836,242652,2286,,Georgia,Poland,Annual,USD,US$,2016,0,0,0,0,0,2146.801715466118,37.99949264526367,3.678999900817871,477066461184,13965385728,12554.548,3795.9734,312685,69700,3,0,0,,,0,.0081000002,1,1,0,so,so,ge,ge,1,1,1,,1,0
HKG,POL,136378,,2318,287199,,,"Hong Kong, China",Poland,Annual,USD,US$,2016,0,0,0,0,0,8398.085037596893,37.99949264526367,7.305699825286865,477066461184,309234499584,12554.548,42327.84,312685,1092,7,0,0,,,0,.064065002,0,0,0,so,uk,ge,uk,1,1,0,,1,0
IDN,POL,,,,957044,,,Indonesia,Poland,Annual,USD,US$,2016,0,0,0,0,0,10374.93715218353,37.99949264526367,257.5638122558594,477066461184,861933993984,12554.548,3346.4871,312685,1933658,7,0,0,,,0,.021918001,0,0,0,so,fr,ge,fr,1,1,0,,1,0
IND,POL,,,,44984424,,,India,Poland,Annual,USD,US$,2016,0,0,0,0,0,5922.376713572693,37.99949264526367,1311.050537109375,477066461184,2095398387712,12554.548,1598.259,312685,3287590,4.5,0,0,,,0,.010540999,0,0,0,so,uk,ge,uk,1,1,0,,1,0
ISR,POL,15394000,,87000,3539000,67000,,Israel,Poland,Annual,USD,US$,2016,0,0,0,0,0,2539.273212288284,37.99949264526367,8.380399703979492,477066461184,299415699456,12554.548,35728.094,312685,21621,1,0,0,,,0,.0081019998,0,0,0,so,uk,ge,uk,1,1,1,,1,0
JOR,POL,58594,10847700,,,,,Jordan,Poland,Annual,USD,US$,2016,0,0,0,0,0,2589.865261810684,37.99949264526367,7.594546794891357,477066461184,37517410304,12554.548,4940.0459,312685,91862,1,0,0,,,0,.013773001,0,0,0,so,fr,ge,fr,1,1,1,,1,0
JPN,POL,81444349,104813,3263,24155,,,Japan,Poland,Annual,USD,US$,2016,0,0,0,0,0,8598.704912066651,37.99949264526367,126.9584732055664,477066461184,4123257733120,12554.548,32477.215,312685,377801,8,0,0,,,0,.0048690001,0,1,1,so,ge,ge,ge,1,1,0,,1,0
KAZ,POL,,,21703,1089296,,,Kazakhstan,Poland,Annual,USD,US$,2016,0,0,0,0,0,3698.566333653259,37.99949264526367,17.54412651062012,477066461184,184388435968,12554.548,10509.981,312685,2717300,4.5,0,0,,,0,.024320001,1,0,1,so,so,ge,fr,1,1,0,,1,0
KOR,POL,44586,,40762,1100593,,,"Korea, Republic of",Poland,Annual,USD,US$,2016,0,0,0,0,0,7970.523671562957,37.99949264526367,50.61704635620117,477066461184,1377873166336,12554.548,27221.525,312685,99484,8,0,0,,,0,.031711999,0,1,1,so,ge,ge,ge,1,1,1,,1,0
MAC,POL,20157,,,,,,"Macao, China",Poland,Annual,USD,US$,2016,0,0,0,0,0,8244.720703125,37.99949264526367,.5876060128211975,477066461184,46177533952,12554.548,78585.875,312685,25,7,0,0,,,0,.071285002,0,0,0,so,fr,ge,fr,1,1,0,,1,0
MAR,POL,74409912,22860252,3789,291868,,,Morocco,Poland,Annual,USD,US$,2016,0,0,0,0,0,2924.823965242195,37.99949264526367,34.37751007080078,477066461184,100593287168,12554.548,2926.1365,312685,710850,1,0,0,,,0,.00162,0,0,0,so,fr,ge,fr,1,1,1,,1,0
